text,intent,split
i need to report a fraudulent transaction from postmates on my account,report_fraud,train
help me figure out where this fraudulent transaction from google came from on my account,report_fraud,train
can you help me deal with this fraudulent transaction from verizon on my account,report_fraud,train
i believe there are fraudulent charges on my card how can i report them,report_fraud,train
i didn't make these purchases on my card; these are fraudulent charges i need to report them,report_fraud,train
how can i report fraudulent charges on my card,report_fraud,train
it seems that there's fraudulent activity on my card i'd like to file a report,report_fraud,train
i want to report fraudulent activity on my card,report_fraud,train
send information about suspicious credit card activity,report_fraud,train
please report information about activity on my credit card,report_fraud,train
send fraudulent activity information,report_fraud,train
please file a fraud report,report_fraud,train
report fraud on my card,report_fraud,train
"i want to report fraudulent activity on my visa card, please",report_fraud,train
"i need to report fraudulent activity on my visa card, please",report_fraud,train
i want to report fraudulent activity on my amex card,report_fraud,train
i want to report fraudulent activity on my visa card,report_fraud,train
"i want to report fraudulent activity on my amex card, please",report_fraud,train
i believe that there is some fraudulent activity on my capital one account,report_fraud,train
there is an unauthorized transaction on my bank of america checking,report_fraud,train
i see a purchase on my chase checking that i did not make,report_fraud,train
what steps do i take if there is a transaction that i do not recognize on my navy federal credit union account,report_fraud,train
i need to talk to someone about a transaction that was not made by me on my chase account,report_fraud,train
can you report credit card fraud for me,report_fraud,train
discover card reporting fraud,report_fraud,train
i need to know how to report fraud on my discover card,report_fraud,train
"to visit cambodia, do i need an international visa",international_visa,train
do i need to get a visa to visit canada,international_visa,train
will i need a visa to visit ireland,international_visa,train
will i need a travel visa to go to canary islands,international_visa,train
i want to visit portugal do i need a travel visa,international_visa,train
i want to see paris will i need an international visa,international_visa,train
"for travel to argentina, do i need to get a travel visa",international_visa,train
will i have to apply for a visa if i want to visit mexico,international_visa,train
to vacation to tel aviv do i need a travel visa,international_visa,train
do i need to obtain a travel visa to go on vacation to places in eastern europe,international_visa,train
would i need a tourist visa for brazil,international_visa,train
do i need a tourist visa for europe,international_visa,train
i want to know if i shouldget a tourist visa for italy,international_visa,train
is it necessary to apply for a tourist visa for mexico,international_visa,train
should i get a travel visa for spain,international_visa,train
does moscow require travel visas to visit,international_visa,train
would i need a travel visa to go to the congo,international_visa,train
do i need an international visa to go to south korea,international_visa,train
do i need an international visa to go to tibet,international_visa,train
do i need an international visa to go to vietnam,international_visa,train
do i need an international visa to go to hong kong,international_visa,train
do i need an international visa to go to malaysia,international_visa,train
i am going to travel to mexico soon; do i need to get a visa,international_visa,train
i need to know if i must have an international visa to go to france,international_visa,train
i'm going to jamaica next week; am i needing a visa,international_visa,train
tell me whether i need an international visa to go to mexico,international_visa,train
i'm going to mexico; do i need an international via,international_visa,train
let me know if i need an international visa to go to sudan,international_visa,train
am i in need of an international visa to go to france,international_visa,train
do i need to get a visa for traveling to chile,international_visa,train
do i need a visa to travel to jamaica,international_visa,train
i need to know if i need a visa to travel to el salvador,international_visa,train
would i need a visa if i want to travel to mexico,international_visa,train
do i need a visa to travel to mexico,international_visa,train
does mexico require me to have a visa to travel there,international_visa,train
is a visa needed to go to mexico,international_visa,train
if i want to travel to mexico do i need to get a visa,international_visa,train
do i need a visa to scotland,international_visa,train
do i need a visa to russia,international_visa,train
do i need a visa for canada,international_visa,train
do i need a travel visa to visit germany,international_visa,train
i am going to russia and am wondering if i need a visa,international_visa,train
do i need a travel visa to visit russia,international_visa,train
do i need a travel visa to visit canada,international_visa,train
i am going to germany soon do i need a visa,international_visa,train
do i need a travel visa to visit japan,international_visa,train
do i need to get a visa for russia,international_visa,train
do i need a visa to go to greece,international_visa,train
do i need a travel visa to visit china,international_visa,train
do i need a visa for germany,international_visa,train
do i need a visa to go to somewhere internationally,international_visa,train
do i need a visa to spain,international_visa,train
do i need an international visa to go to mexico,international_visa,train
do i need an international visa to go to england,international_visa,train
do i need an international visa to go to brazil,international_visa,train
do i need an international visa to go to canada,international_visa,train
do i need an international visa to go to spain,international_visa,train
should i get a visa before going to cancun,international_visa,train
is a visa required to visit cancun,international_visa,train
will i need a visa to travel to cancun,international_visa,train
do i need a visa to go to cancun,international_visa,train
do i need a visa to travel to canada,international_visa,train
does mexico travel require a visa,international_visa,train
would i need to get a visa to go to ireland,international_visa,train
"if i'm planning to go to the uk, do i need a visa",international_visa,train
might i need to get a visa to travel to venezuela,international_visa,train
"i'm going to be going to canada soon, do they require a visa for entry",international_visa,train
do i need a visa to get into canada later this year,international_visa,train
does travelling to that place require a visa,international_visa,train
do i need a visa to go there,international_visa,train
do i need a visa to leave the country,international_visa,train
does international travel always require a visa,international_visa,train
when does travelling require a visa,international_visa,train
if i go to canada next month do i need a visa,international_visa,train
do i need to bring a visa when i go to canada next month,international_visa,train
"i'm going to canada soon, do i need a visa",international_visa,train
what paperwork will i need to visit northern ireland,international_visa,train
should i get a visa for crete,international_visa,train
will i need a visa to go to moldova,international_visa,train
does laos require a travel visa,international_visa,train
do i need to apply for a visa to visit dnipro,international_visa,train
israel has strict restrictions do i need a visa to travel there,international_visa,train
visa's are hard to get do i need one when i travel to israel,international_visa,train
i'm vacationing in israel will i need a visa,international_visa,train
do i need a visa to travel to isreal,international_visa,train
"i'm heading to israel soon, do i need a visa",international_visa,train
do i have to have a visa to go to denmark,international_visa,train
do i need a visa to go to cuba,international_visa,train
do i have to have a visa to go to the cayman islands,international_visa,train
does jamaica require a visa,international_visa,train
what documents to i need to go to egypt,international_visa,train
does france have their own version of a visa,international_visa,train
does mexico require an international visa,international_visa,train
does ireland require an international visa,international_visa,train
do i need an international visa to enter canada,international_visa,train
do i have to get an international visa before they'll let me in melbourne,international_visa,train
must i have an international visa when travelling to russia,international_visa,train
is an international visa needed to travel to z,international_visa,train
"i want to go to korea, do i need an international visa",international_visa,train
do i need to apply for a travel visa if i am going to bermuda,international_visa,train
please reserve a table for 2 at lucky's under the name melissa at 7 pm,restaurant_reservation,validation
i would like to reserve a table for 2 at sam's steakhouse under the name jessie at 6:30 pm,restaurant_reservation,validation
help me reserve a table for 3 at lucky's under the name crystal at 8 pm,restaurant_reservation,validation
would you please schedule a reservation for 2 at lucky's under the name sam at 7:30pm,restaurant_reservation,validation
could you please reserve a table for 6 at lucille's under the name tom at 5pm,restaurant_reservation,validation
is there a reservation available at ruth chris today,restaurant_reservation,validation
are there 8pm tables available at texas roadhouse,restaurant_reservation,validation
book a reservation for 3 at xenophobe under the name zebee,restaurant_reservation,validation
i need to book a reservation for 3 at xenophobe under the name zebee,restaurant_reservation,validation
book 3 under the name zebee at xenophobe,restaurant_reservation,validation
what reservations are available for 3 people at the xenophobe,restaurant_reservation,validation
under the name zebee book a reservation at the xenophobe for 3,restaurant_reservation,validation
use the name wheeler to reserve a table for 3 at andrea's steakhouse at 5pm,restaurant_reservation,validation
make a reservation for wheeler party of 3 for 5pm at andrea's steakhouse,restaurant_reservation,validation
reserve a table for 3 at andrea's steakhouse around 5pm under the name wheeler,restaurant_reservation,validation
i need a table for 3 at 5pm at andrea's steakhouse under wheeler,restaurant_reservation,validation
reserve a table for 3 under the name wheeler at andrea's steakhouse for 5pm,restaurant_reservation,validation
book room for me and her under the name kendra,restaurant_reservation,validation
allow me to turn on the lights,restaurant_reservation,validation
make me a reservation for 5 people at village tavern for the calloways,restaurant_reservation,validation
i'd like an appointment at your earliest availability for an oil change,schedule_maintenance,validation
could you book me an appointment for an oil change,schedule_maintenance,validation
i'd like to make an appointment to get my oil changed,schedule_maintenance,validation
i'd like to book the next availability for an oil change,schedule_maintenance,validation
can i make an appointment for an oil change,schedule_maintenance,validation
schedule an appointment for a tire check for me,schedule_maintenance,validation
make me an appointment for a tire check,schedule_maintenance,validation
can i make an appointment to get my tires checked,schedule_maintenance,validation
can you please make an appointment for me to get my tires checked out,schedule_maintenance,validation
schedule me an appointment to get my tires checked out,schedule_maintenance,validation
can you help me find someone to look at my car's engine because the light is on,schedule_maintenance,validation
i need to arrange an appointment to have my car's tires examined,schedule_maintenance,validation
my car needs maintenance but i don't know if i can schedule an appointment for that,schedule_maintenance,validation
is there any way to change the date of my oil change,schedule_maintenance,validation
"my car's tires are due to be looked at, can you help me get an appointment for that",schedule_maintenance,validation
find out where i can schedule to get my car's tires checked,schedule_maintenance,validation
i need to get an appointment for car maintenance,schedule_maintenance,validation
help me schedule maintenance for my car,schedule_maintenance,validation
help me find somewhere to schedule a check up on my car's tires,schedule_maintenance,validation
find me someone who can deal with my car's illuminated check engine light,schedule_maintenance,validation
my account looks to be blocked and i have no idea why,account_blocked,validation
it seems that my account is blocked and i'm not sure why,account_blocked,validation
my account appears to be blocked and i don't know why,account_blocked,validation
it looks like my account is blocked but i have no clue why,account_blocked,validation
my account appears to be blocked but i have no idea why that could be,account_blocked,validation
why did you freeze my bank account,account_blocked,validation
how did my bank account is frozen,account_blocked,validation
can anyone let me know the reason behind my frozen bank account,account_blocked,validation
what are the possible reasons behind frozen bank account,account_blocked,validation
need help with frozen bank account,account_blocked,validation
great western bank's login screen tells me i'm locked out but not why,account_blocked,validation
i get an error message when i try logging in to capital one that says i'm locked out,account_blocked,validation
can you check and see if my account's blocked,account_blocked,validation
why can't i log into my bank account,account_blocked,validation
tell me why i get an error logging in to my bank account,account_blocked,validation
i'd like to know if my account's blocked and the reason if so,account_blocked,validation
can you confirm my account's blocked and tell me why,account_blocked,validation
do you have any idea why my account may be blocked,account_blocked,validation
find out why i can't log in to my bank of america account,account_blocked,validation
please tell me the reason for the hold on my bb&t account,account_blocked,validation
contact the bank about fraud activity on my card,report_fraud,validation
i need to talk to someone about a fraudulent activity on my card,report_fraud,validation
i need to report unauthorized activity on my card,report_fraud,validation
"looks like my card is being used by someone else, report it",report_fraud,validation
"there's something fishy on my card, report it",report_fraud,validation
how do i report fraud on my chase bank card,report_fraud,validation
"someone is charging my card for playstations, and it's not me! what do i do!",report_fraud,validation
help! i'm a victim of credit card fraud!,report_fraud,validation
i want to report fraud on my american express,report_fraud,validation
where do i report fraud on my credit card,report_fraud,validation
i want to report fraudulent activity on my mastercard,report_fraud,validation
i want to report fraudulent activity on my quicksilver card,report_fraud,validation
i want to report fraudulent activity on my capital one,report_fraud,validation
i want to report fraudulent activity on my discover card,report_fraud,validation
i want to report fraudulent activity on my visa,report_fraud,validation
"i think there has been a fraud on my black visa card, can i report it",report_fraud,validation
can you assist me on my fradulent activity on my chase card,report_fraud,validation
an unauthorized transactions has been made on my gap card and i need to report it,report_fraud,validation
"is there anyway, i can report a suspicious activity on my citi card",report_fraud,validation
"i would like to report a fraud on my wells fargo card, please",report_fraud,validation
"if i plan on travelling to this country, do i need a visa",international_visa,validation
do i need a visa if i go there,international_visa,validation
"for going to that country, do i need a visa",international_visa,validation
does one need a visa to go there,international_visa,validation
"if i travel there, do i need a visa",international_visa,validation
does going to taiwan require me to get an international visa,international_visa,validation
"if i go to brazil, do i need to get an international visa",international_visa,validation
"should i go to okinawa, does it require an international visa",international_visa,validation
is an international visa needed to go to cyprus,international_visa,validation
i want to go to china but am not sure if i need an international visa,international_visa,validation
should i get an internation visa to go to switzerland,international_visa,validation
does south korea require an international visa,international_visa,validation
will i need an international visa to go to madagascar,international_visa,validation
is an international visa needed for canada,international_visa,validation
do i need an international visa to get into italy,international_visa,validation
"if i go to uganda, do i need an international visa",international_visa,validation
do i need a travel visa for the uk,international_visa,validation
am i going to need a visa for traveling to canada,international_visa,validation
does canada require a visa,international_visa,validation
does the uk require a travel visa,international_visa,validation
"i'd like to make a reservation at rooth chris, can you do that",restaurant_reservation,test
make a reservation for chik-fil-a at 3 o' clock please,restaurant_reservation,test
reserve a table for 3 at 7 for olive garden,restaurant_reservation,test
will you reserve a table at olive garden for 3 people at 7,restaurant_reservation,test
"at 7, i need a table for 3 at olive garden",restaurant_reservation,test
i need a table for 3 at olive garden for 7,restaurant_reservation,test
get a table for me at 7 for 3 people at olive garden,restaurant_reservation,test
reserve table for 5 at red robin under the name sara at 3,restaurant_reservation,test
reverse a table for 5 at burger king under the name sara at 6,restaurant_reservation,test
can you reserve a table for 6 at red robin under the name mavrick at 5 clock,restaurant_reservation,test
could you reserve table for 3 at carlos jr under the name adam at 4,restaurant_reservation,test
i want to reserve table for 5 at red robin under the name sara at 5,restaurant_reservation,test
i need a table for two at the havana at nine,restaurant_reservation,test
look for me a table at carl's cabin for twelve at eight,restaurant_reservation,test
i need a table at gemma for nine at two,restaurant_reservation,test
book me a table for three at rainforest cafe at seven,restaurant_reservation,test
get me a table for five at itta bena at three,restaurant_reservation,test
"5 people are going to be at tropicana by 8pm, reserve the table under martins name please",restaurant_reservation,test
use martins name to reserve a table at tropicana for 5 people at 8pm,restaurant_reservation,test
reserve a table at tropicana for 5 people under the name martins for 8pm,restaurant_reservation,test
martins needs a table for 5 people at tropicana at 8pm precisely,restaurant_reservation,test
the table should be reserved at 8pm at tropicana using martins name and it should be for 5 people,restaurant_reservation,test
are there any open reservations at outback tonight,restaurant_reservation,test
make a reservation for 2 tonight at 7:00 at outback steakhouse,restaurant_reservation,test
michael will reserve a table for two at 7:00pm for olive garden,restaurant_reservation,test
a table for two needs to be reserved for 7:00pm at olive garden using the name michael,restaurant_reservation,test
please reserve a table for two at olive garden at 7:00pm for michael,restaurant_reservation,test
get reservations at olive garden for two at 7:00pm under michael,restaurant_reservation,test
reservations for two need to be made using michael's name for 7:00pm at olive garden,restaurant_reservation,test
i want to eat at seven in the restaurant for two people,restaurant_reservation,test
can you see if i can make an appointment to have my oil changed,schedule_maintenance,test
find out the next available date and time i can go to get my oil changed please,schedule_maintenance,test
can you let me know the next open slot for me to get my oil changed,schedule_maintenance,test
"i need to make an appointment for an oil change, please",schedule_maintenance,test
what is the next date for which i can get an oil change appointment,schedule_maintenance,test
i need a aaa service place to make an appointment for my tires to be assessed,schedule_maintenance,test
my auto tires need to be checked out so where can i get an appointment,schedule_maintenance,test
where can i go to have my tires checked out,schedule_maintenance,test
i need an appointment for someone to check out my check engine light being on,schedule_maintenance,test
my check engine light is on so is anyone available to check it out for me,schedule_maintenance,test
can someone take a look at my car because the check engine light is on,schedule_maintenance,test
do you have time today for someone to look at my car because the check engine light is on,schedule_maintenance,test
find a place near me to have my tires inspected,schedule_maintenance,test
where can i get a appointment for a tire check for the car,schedule_maintenance,test
i need to bring my car in because the check engine light is staying lit,schedule_maintenance,test
can i get someone to check my check engine light,schedule_maintenance,test
can someone tell me why my check engine light is on,schedule_maintenance,test
"my check engine light is on, i need someone to look at it",schedule_maintenance,test
can someone look at my check engine light,schedule_maintenance,test
my check engine light is on and i need someone to look at it,schedule_maintenance,test
will someone please look at my check engine light that is on,schedule_maintenance,test
can someone look at my check engine light that's on,schedule_maintenance,test
could someone look at my check engine light that's on,schedule_maintenance,test
can i get someone to look at my check engine light that is on,schedule_maintenance,test
should i schedule a car maintenance,schedule_maintenance,test
should i go to a car maintenance,schedule_maintenance,test
should i call a car maintenance,schedule_maintenance,test
may i schedule a car maintenance,schedule_maintenance,test
should i take my car to a maintenance,schedule_maintenance,test
can i make a car maintenance appointment,schedule_maintenance,test
why is my bank account locked,account_blocked,test
how do i unlock my bank account,account_blocked,test
can you unlock my bank account,account_blocked,test
how did my bank account get frozen,account_blocked,test
can you help me unlock my bank account,account_blocked,test
call my bank and ask them why my account is frozen,account_blocked,test
check with my bank to see why my account is frozen,account_blocked,test
do you know why my bank account is frozen,account_blocked,test
why did my bank place a hold on my bank account,account_blocked,test
are there any problems with my bank account,account_blocked,test
did someone who is unauthorized try to get into my bank account,account_blocked,test
how can i unfreeze my bank account,account_blocked,test
why is there a stop on my deposit account,account_blocked,test
why can't i use my money market account,account_blocked,test
why is there a delay on my checking account,account_blocked,test
why is my checking account not working,account_blocked,test
what could cause a hold on my savings account,account_blocked,test
what caused a hold on my us bank account,account_blocked,test
can you check and see why us bank put a hold on my account,account_blocked,test
why does us bank have a hold on my account,account_blocked,test
reasons that us bank would place a hold on my account,account_blocked,test
check to see why us bank placed a hold on my account,account_blocked,test
"is there a problem with my account, it appears to be blocked",account_blocked,test
"what is up with my account, why is it blocked",account_blocked,test
there seems to be an issue with my account,account_blocked,test
can you help me unblock my account,account_blocked,test
"can you check what the problem with my account is, it seems to b e blocked",account_blocked,test
is there a reason you put a hold on my chase account,account_blocked,test
why can't i access my chase account,account_blocked,test
how come my chase account has a hold on it,account_blocked,test
i want to report fraudulent activity on my navy federal card,report_fraud,test
i would like to report fraudulent activity on my chase card,report_fraud,test
i need to report fraudulent activity on my usaa card,report_fraud,test
i have to report fraudulent activity on my bank of the west card,report_fraud,test
i have to report fraudulent activity the bank of america card,report_fraud,test
i seem to have a purchase that i didn't make from olive garden on my account,report_fraud,test
my online bill has some items that i didn't purchase from penneys,report_fraud,test
my account shows a transaction that i didn't make from foot locker,report_fraud,test
my bill shows a purchase from payless shoes but i didn't buy anything,report_fraud,test
i have some charges on my account from old navy that aren't mine,report_fraud,test
this charge is bs,report_fraud,test
i have a bogus transaction from amazon on my account,report_fraud,test
i have a fraudulent buy from dave's video on my account,report_fraud,test
i have a crap transaction from guitar center on my account,report_fraud,test
i think this transaction is bogus,report_fraud,test
i don't remember buying this,report_fraud,test
i have a bs transaction from ebay on my account,report_fraud,test
i've got a fraudulent purchase from kayak on my account,report_fraud,test
do i have a fraudulent transaction on my account,report_fraud,test
i'm pretty sure i have a fraudulent transaction on my account,report_fraud,test
there's a false charge on my account from mcdonald's,report_fraud,test
i think there's a fraudulent charge from mcdonald's on my account,report_fraud,test
i think someone jacked my bank account,report_fraud,test
i saw suspicious activity on my bank account,report_fraud,test
someone else used my account to buy stuff from mcdonald's,report_fraud,test
there's a messed up transaction on my account from mcdonald's,report_fraud,test
i saw a fraudulent transaction,report_fraud,test
i have a false charge on my account from mcdonald's,report_fraud,test
who do i contact to report fraud on my visa,report_fraud,test
there has been unauthorized use of my visa,report_fraud,test
are visas needed to travel to jamaica,international_visa,test
do i need a visa for south korea,international_visa,test
"if i go to columbia, will i need a visa",international_visa,test
are visas required to go to cuba,international_visa,test
do i need to apply for a visa for my trip to india,international_visa,test
if i go to indonesia would i need a visa,international_visa,test
do i need a visa to travel to indonesia,international_visa,test
should i apply for a visa if i am traveling to mexico,international_visa,test
is a visa necessary for traveling to south africa,international_visa,test
if i want to travel to singapore do i need a visa,international_visa,test
do americans need visas in canada,international_visa,test
would i need a visa in taiwan,international_visa,test
i'd like to go to malaysia so do i need a visa,international_visa,test
is a travel visa needed for thailand,international_visa,test
what are the visa requirements for brazil,international_visa,test
is a travel visa required to visit paraguay,international_visa,test
does travelling to st petersburg require a travel visa,international_visa,test
should i get a travel visa if i want to go to guyana,international_visa,test
will i be able to visit peru without a travel visa,international_visa,test
"if i want to go to x, do i need a travel visa",international_visa,test
can i get to cuba with this visa,international_visa,test
do i need a visa to get to puerto rico,international_visa,test
do i need a visa to go to colombia,international_visa,test
do i need a states visa to get to cuba,international_visa,test
do i need a us visa for cuba,international_visa,test
if i get a visa can i travel to japan,international_visa,test
do i need a visa if i'm going to san jose,international_visa,test
do i need a visa to travel outside of the us,international_visa,test
are visas for international travel,international_visa,test
can you travel outside of the united states without a visa,international_visa,test
